merchant,category
ola paymart gpay pune 1923,Travel
burger king pharmeasy 41645 gpay chennai,Health & Medical
grofers imps 94176,Groceries
neft shell fuel imps 29961,Fuel
pvr vijayawada upi,Entertainment
vpa dominos#3266 imps 14814,Food & Dining
hyd tt clq plmbr 70374,Shopping
phonepe swg imps 83281,Food & Dining
53247 ps rfd934b flpkrt dl,Shopping
upi txn shell fuel&860 upi 887d0034,Fuel
upi txn max hospitl!9811,Health & Medical
hindustan petroleum,Fuel
vpa barber%810,Services
kfc paytm,Food & Dining
chennai 25112 ord dmart reffa2ffb green fresh,Shopping
jio postpaid imps 84859,Bills & Utilities
jio postpaid pos 83268,Bills & Utilities
ref 78260 mum prime video broadband,Entertainment
gift shop*7865 upi bc801459,Others
flpkrt upi 912c7314,Shopping
more supermarket-3527 upi 97ff3c5f,Groceries
myntra pune pvr gpay,Shopping
max hospital imps 45428,Health & Medical
netflix paymart spotify mum 87325,Entertainment
1mg pos 62623,Health & Medical
imps iocl pump@5314 imps 19437,Fuel
4123 pvr flpkrt mm rf,Shopping
mcds pos 1833,Food & Dining
dth recharge,Bills & Utilities
hotstar imps 25955,Entertainment
98210 swiggy noida upi myntra,Shopping
pharmeasy imps 82975,Health & Medical
amazon prime imps 58418,Entertainment
Decathlon,Shopping
paytm pharmeasy paymart pune 81574,Health & Medical
flpkrt imps 64698,Shopping
TataCilq#689,Shopping
upi txn mcdonald's2506,Food & Dining
paytm-JioMartGrocery-596,Groceries
gurgaon metro ticket reliance upi,Travel
1mg pos 49211,Health & Medical
burger king pos 23915,Food & Dining
swiggy imps 28204,Food & Dining
SnoyLiv#345,Entertainment
bpcl petrol upi 55991e66,Fuel
water bill pos 26864,Bills & Utilities
water can delivery imps 40601,Services
zee5 pos 14133,Entertainment
misc payment upi 92cfe818,Others
Water Board Payment txn49908,Bills & Utilities
payment to ajio4754,Shopping
sony liv imps 61945,Entertainment
shell fuel_3253 pos 51324,Fuel
imps mcdonldss upi 5a1b64fd,Food & Dining
amazon kol pay 14689,Shopping
max hospital pos 50925,Health & Medical
big bazaar 84028 shell paytm,Fuel
pharmeasy pos 45064,Health & Medical
dominos pos 84237,Food & Dining
pvr metro pune bookmyshow gpay,Entertainment
SonyLiv,Entertainment
bigbasket,Groceries
lctrcn Srvcs328,Services
gift shop pos 93495,Others
phonepe gas bill_9930 pos 27813,Bills & Utilities
ola,Travel
pll Phrmcy772,Health & Medical
supermarket&9635 txn more upi pos 33422,Groceries
urban vpa company!1321 pos 59226,Services
zomato,Food & Dining
paytm-GeneralStore-6142,Others
1237 rf88fbc8 msc pymnt gpy,Others
gpay dth recharge,Bills & Utilities
uber,Travel
vpa general store-7827 imps 65285,Others
paytm meesho*9508 upi c91b4a06,Shopping
gift shop,Others
26339 ref travelmart mum,Shopping
neft shell fuel imps 29961,Fuel
pharmeasy upi eb8dabd0,Health & Medical
subway pos 11301,Food & Dining
txn bazaar&1057 upi big upi 7b6c9bb6,Groceries
tata cliq upi 82222538,Shopping
utr sony liv&3798 imps 11500,Entertainment
vpa zee5-4127,Entertainment
spencers,Groceries
tata cliq#4175 upi 7868ddb1,Shopping
uber upi 24262a99,Travel
hindustan petroleum upi 4bd1b7ef,Fuel
bookmyshow,Entertainment
airtel recharge upi 3712a519,Bills & Utilities
air phonepe india/9476,Travel
hotstar pos 83967,Entertainment
phonepe airtel recharge#7461 pos 94984,Bills & Utilities
netflix,Entertainment
BookMyShow txn54265,Entertainment
chennai airtel metro ticket global stores paytm,Travel
vpa airtel recharge,Bills & Utilities
reliance fresh imps 92027,Groceries
gas bill pos 22878,Bills & Utilities
cab!1791 go blink imps 86311,Travel
gpay iocl pump upi 449d6bd7,Fuel
hyd kfc,Food & Dining
gpay-WaterBoardPayment-5664,Bills & Utilities
apollo pharmacy upi 4e93413c,Health & Medical
paytm hindustan petreum upi d1ab813a,Fuel
bbnow txn cash withdrawal del,Others
iocl pump,Fuel
1mg apna mart pay gurgaon,Health & Medical
clnc xprss mrt,Health & Medical
j grgn crd 2757 glbl strs,Shopping
gpay more supermarket%6776 pos 66008,Groceries
paytm meesho,Shopping
McDonal'ds#218,Food & Dining
house cleaning pos 63267,Services
ac repair indigo union services ref hyd,Travel
swiggy upi 0a23ca66,Food & Dining
upi big bazaar/5625 txn upi 4660629e,Groceries
ref irctc blr,Travel
hotstar imps 55951,Entertainment
electricity gpay bill*1322 imps 11443,Bills & Utilities
Urban Company txn25435,Services
imps amz imps 64635,Shopping
swiggy upi 434f8aba,Food & Dining
spencers,Groceries
ref1ae741 paytm 92873 pharmeasy indigo green fresh kol,Travel
house cleaning&8867 upi cb417d17,Services
br rf cl,Fuel
ajio#1789 imps 52760,Shopping
crd kl j zmt 85177,Food & Dining
apollo pharmacy imps 85044,Health & Medical
pharmeasy petrol pump 58473 noida,Health & Medical
kfc upi 0dcf2275,Food & Dining
card misc payment 39437 hyd amazon onepay,Shopping
hpcl pump pos 92954,Fuel
rapido!8286 upi c16d8dd0,Travel
paymart bigbasket,Fuel
redbus ref1983a2 irctc 19577,Travel
max hspitl imps 79969,Health & Medical
union services pune,Entertainment
paytm indigo airlines pos 33601,Travel
mcdnlds!5306 upi 0550afbd,Food & Dining
tata cliq upi 3d48013a,Shopping
amazon,Shopping
airtel recharge pos 51970,Bills & Utilities
cab utr blink go pos 11135,Travel
ord#irctc8167,Travel
58940 gurgaon decathlon,Shopping
del 24604 ref000bff ac repair bbnow urban mall,Groceries
vpa urban company pos 1403,Services
barber upi f064c11e,Services
utr general store imps 22107,Others
gpy kfc pymrt pn,Food & Dining
phonepe-StarBazaar-8209,Groceries
imps grofers,Groceries
zomato imps 14685,Food & Dining
electrician reliance 82939 parking fee mum,Services
cafecoffee imps 25947,Food & Dining
house cleaning upi 5e10418e,Services
decathlon daily mart water bill blr ref0682cf upi,Shopping
misc payment upi 720eced5,Others
gpay kol gas bill indigo 89714,Bills & Utilities
big bazaar imps 24074,Groceries
iocl pump pos 76784,Fuel
transfer pos 3268,Others
rf97463 82061 msc pymnt nn srvcs hyd,Others
1mg_667 pos 46579,Health & Medical
urban company upi eafcfffb,Services
irctc imps 95508,Travel
tata cliq pos 42382,Shopping
vpa mcdonldss,Food & Dining
phonepe-JioFiberBill-5160,Bills & Utilities
amaon prime&3727,Entertainment
dmart!1312 pos 40221,Groceries
74233 gpay city plaza hyd,Bills & Utilities
bookmyshow/531 pos 1563,Entertainment
flipkart,Shopping
sony liv upi 123abaa5,Entertainment
blink go cab imps 53452,Travel
dth recharge upi 85fb584e,Bills & Utilities
meesho imps 67280,Shopping
utr#uberrides3375,Travel
airtel recharge_640 imps 23679,Bills & Utilities
tata cliq upi e8158faa,Shopping
hpcl pump pos 56752,Fuel
Subway,Food & Dining
Rlnc Frsh61,Groceries
43568 ref5d264b vijayawada onepay pharmeasy,Entertainment
phonepe barber upi 66561f14,Services
cafecoffee,Food & Dining
go blink neft cab*932 upi 97e29ebe,Travel
salon service pos 58043,Services
vpa uber%5635,Travel
py chnn 37632 dcthln grn frsh mzn,Shopping
misc payment imps 16402,Others
dth recharge upi e4efcceb,Bills & Utilities
ac service upi a867c154,Services
SalonSevrice#784,Services
39510 pay vijayawada amazon global stores swiggy,Shopping
more supermarket!1446 imps 66850,Groceries
indigo airlines%9298 upi 9675b82c,Travel
phonepe flipkrt/3757 imps 94194,Shopping
dmart imps 21149,Groceries
vpa house cleaning@4103 imps 73181,Services
flpcrt upi a66e523c,Shopping
vpa flpkrt,Shopping
hpcl pump upi 0c2ab12e,Fuel
big bazaar paymart chennai 92866,Groceries
spo ord3958,Entertainment
MedPlsu#246,Health & Medical
decathlon_1415 pos 88917,Shopping
pharmeasy upi e6136d98,Health & Medical
bpcl petrol upi 7a5dbda5,Fuel
amzn prime!4750 pos 21922,Entertainment
general store imps 41885,Others
urban company,Services
airtel recharge pos 77242,Bills & Utilities
gpay gift shop pos 53129,Others
Jv yrvd453,Health & Medical
upi txn gift shop pos 16274,Others
Hs Clnng Srvc342,Services
medplus_741,Health & Medical
ajio vijayawada express mart,Bills & Utilities
bgbskt mtr vjywd gpy,Groceries
hpcl pump imps 70137,Fuel
decathlon upi 9ff5ff67,Shopping
service*9197 ac imps upi 1f197731,Services
neft barber upi 13e375c6,Services
salon service pos 73188,Services
meesho pos 50485,Shopping
neft iocl pump upi 48c961d6,Fuel
paytm burger king@180 pos 62616,Food & Dining
28322 refd2aa1e ajio fuel station city plaza,Fuel
phonepe burger king!5459 imps 78146,Food & Dining
meesho upi 880c68e3,Shopping
shll plmbr rf16371d 41306 chnn,Fuel
nykaa cash withdrawal kol,Others
paytm-NetflixSubscription-848,Entertainment
dth recharge imps 14507,Bills & Utilities
water bill,Bills & Utilities
phonepe waterboardpayment1053,Bills & Utilities
kfc imps 30777,Food & Dining
hotel saravana,Food & Dining
gpay more supermarket pos 84326,Groceries
dth recharge pos 86250,Bills & Utilities
bharat petroleum union services refc1b3ca ord,Fuel
hotstar pos 75051,Entertainment
reff4daaa upi spotify del 27799,Entertainment
gurgaon 5719 spotify ord clinic,Entertainment
amazon prime imps 68406,Entertainment
max hsptl,Health & Medical
gpay gift shop-9495 pos 62646,Others
ref9ad4a8 pos pharmeasy del bookmyshow 44094,Health & Medical
vijayawada 42733 starbucks starbucks ref,Food & Dining
paytm unknown txn upi e41bb652,Others
electricity bill upi a20db255,Bills & Utilities
electricity bill imps 70349,Bills & Utilities
imps spencers,Groceries
ola,Travel
cafecoffee pos 53751,Food & Dining
Spnecer's#679,Groceries
indigo airlines upi 0841f0fa,Travel
cafecoffee imps 99363,Food & Dining
KFC553,Food & Dining
swiggy kol ref308795 salon 31871,Food & Dining
barber imps 40793,Services
pay gurgaon bharat petroleum,Fuel
neft shell fuel,Fuel
hyd petrol pump 4434 gas bill fastlane,Bills & Utilities
rapido,Travel
card 63269 air india plumber paymart chennai,Services
cl chnn ptrl pmp rd,Fuel
bpcl petr/9927 pos 51446,Fuel
paytm iocl pump/6885 imps 15537,Fuel
pos id#uberrides2404,Travel
bg bzr mps grgn,Groceries
BigBasket txn47952,Groceries
1mg upi a286e31e,Health & Medical
recharge%4248 airtel imps imps 22616,Bills & Utilities
blink cab upi txn go imps 40018,Travel
gift shop@6921 upi 06042d9c,Others
house cleaning upi 5e10418e,Services
vpa pharmacy@931 apollo,Health & Medical
urban company imps 65520,Services
urban company pathlab 74938 hyd,Services
irctc,Travel
pharmeasy pos 93137,Health & Medical
gpay rapido/3344,Travel
hotstar!6945 upi d18057e0,Entertainment
bookmyshow upi a3db293a,Entertainment
paytm 1mg&5989,Health & Medical
pos hyd reliance fresh apollo,Groceries
utr indigo airlines,Travel
dmart#9747 imps 85172,Groceries
rfd6b3f 56466 kl myntr mps,Shopping
more supermarket pos 47696,Groceries
phonepe jio postpaid,Bills & Utilities
20022 ajio del clinic,Shopping
neft ajio imps 72546,Shopping
flpkrt,Shopping
upi txn max hospitl imps 27402,Health & Medical
indigo airlines#4420 imps 27477,Travel
gpay-Myntra-5301,Shopping
flipkrt pos 59053,Shopping
spencers_3053 pos 3962,Groceries
bpcpum ord7549,Fuel
pump*4979 imps iocl imps 95122,Fuel
barber pos 82489,Services
sony liv#3785 pos 29666,Entertainment
5794 spotify del water bill,Bills & Utilities
vpa hotel saravana,Food & Dining
rapido,Travel
hotstar#3847 imps 23945,Entertainment
pizza hut upi 661790c3,Food & Dining
house cleaning upi c541d0da,Services
shell fuel,Fuel
gift shop upi be30f252,Others
ajio pos 29409,Shopping
airtel recharge upi c4bd75a0,Bills & Utilities
neft grofers,Groceries
pvr paytm 37377 pvr,Entertainment
gpay hotstar pos 65894,Entertainment
misc payment express mart imps 19141 chennai reliance fresh,Others
txn mcds upi imps 33384,Food & Dining
78707 del mcdonalds txn,Food & Dining
unknown txn utr imps 23803,Others
1mg Medicines txn44425,Health & Medical
water phonepe bill*7475 pos 54827,Bills & Utilities
ola onepay noida 38885 card metro ticket,Travel
gift shop imps 91395,Others
urban company pos 47010,Services
mm crd bkmyshw,Entertainment
decathlon imps 83988,Shopping
local kirana 44093 gpay kol paymart,Others
cafecoffee/9375 upi 6b05cd48,Food & Dining
car wash ajio kol 18858 ref9e56b2,Shopping
gpay dth clinic onepay 60208,Health & Medical
bigbaz ord2195,Groceries
ref1e10a7 quickpay upi airtel del,Groceries
hotstar imps 11238,Entertainment
gas bill pos 43831,Bills & Utilities
sony liv imps 25615,Entertainment
imps big bazaar%6707,Groceries
ref unknown txn airtel 58510 kol,Others
flpkrt vpa imps 87576,Shopping
pharmeasy imps 19056,Health & Medical
upi iocl pump#1337 txn,Fuel
netflix imps 67426,Entertainment
dmart,Groceries
bookmyshow pos 9831,Entertainment
water bill pos 38446,Bills & Utilities
electricity bill imps 99138,Bills & Utilities
zomato imps 32450,Food & Dining
ndG rlns537,Travel
myntra upi b5aad0eb,Shopping
hpcl pump,Fuel
electricity bill imps 69365,Bills & Utilities
max hospital upi 3d75ad6c,Health & Medical
netflix upi 08df18d7,Entertainment
ajio@7003 imps 54964,Shopping
medplus imps 26042,Health & Medical
uber pos 84327,Travel
reliance fresh,Groceries
transfer imps 29517,Others
LocalVendorPurhcase#590,Others
swigi imps 29001,Food & Dining
apollo pharmacy imps 98295,Health & Medical
hindustan ptrleum imps 82172,Fuel
electricity bill urban mall 47579 pharmeasy txn,Bills & Utilities
del hpcl green fresh 80316 paytm ref0673af,Fuel
TtClq680,Shopping
house cleaning upi e235807a,Services
bpcl cl mm,Fuel
iocout ord5884,Fuel
bpcl petrol imps 13868,Fuel
phonepe ac service%3481,Services
Nykaa txn6376,Shopping
BPCL Pmp109,Fuel
max hospital upi d4050a31,Health & Medical
unknown txn burger king prime mart gpay gurgaon,Food & Dining
decathlon%5965 upi cb6c4bba,Shopping
chennai 27827 gpay decathlon urban company,Services
ntflx vjywd rd 85044,Entertainment
india air pos 6153,Travel
vaseyeca ord7729,Health & Medical
gpay-AirtelRecharge-1501,Bills & Utilities
phonepe-HPPetrolPump-3895,Fuel
rapido upi 51a0b9b4,Travel
myntra&1278 upi e93fab3f,Shopping
gas bill upi 04f6edb7,Bills & Utilities
grofers,Groceries
Hotstar Premium txn78189,Entertainment
Cr Wsh Srvc812,Services
bazaar imps big,Groceries
ac repair apna mart card gurgaon 12262,Groceries
barber pos 10521,Services
pump-1860 iocl pos 15888,Fuel
imps dominos,Food & Dining
neft dmart pos 15433,Groceries
flpkrt upi d303a557,Shopping
metro pvr pay,Others
trf#jiofiberbill5832,Bills & Utilities
pune txn parking fee apna mart,Others
petreum!2928 vpa hindustan pos 13536,Fuel
12318 amazon dth express mart chennai paytm,Bills & Utilities
dominos@9447 pos 13264,Food & Dining
card plumber hyd 9198,Services
petrol pump card 44736 del,Fuel
ord irctc noida spotify 50867 ref97736a,Travel
local kirana ref 44052 gurgaon local kirana,Groceries
pos mum 9749 travelmart plumber,Fuel
rd wtr bll bpcl 55808 kl,Bills & Utilities
liv phonepe sony pos 22077,Entertainment
utr#bpclpump1414,Fuel
chennai fuel station refe05239 pvr paytm,Fuel
apollo pharmacy pos 66793,Health & Medical
amazon,Shopping
cafecoffee upi acbefee6,Food & Dining
tata cliq#4175 upi 7868ddb1,Shopping
urban company imps 43156,Services
dmart,Groceries
burger king 94174 imps chennai bpcl,Food & Dining
ref5172ab pune dth 1468 bbnow star services,Groceries
electricity bill imps 38890,Bills & Utilities
cab/4491 go txn blink upi pos 59686,Travel
ord#urbancompany5857,Services
neft netflix pos 34484,Entertainment
imps sony liv upi af1ada66,Entertainment
ac service,Services
rapido imps 43657,Travel
apollo pharmacy pos 27326,Health & Medical
irctc%8145,Travel
hpcl pump imps 79703,Fuel
medplus upi 1f96e50b,Health & Medical
BookMyShow,Entertainment
amaon prime#126 imps 35653,Entertainment
big bazaar imps pos 31110,Groceries
dth recharge pos 24863,Bills & Utilities
imps decathlon imps 83253,Shopping
decathlon omni corp ref06c17c,Shopping
max hospital pos 40363,Health & Medical
del dominos ord prime mart 56139,Food & Dining
blink go cab upi 97b9138a,Travel
neft sony liv imps 46480,Entertainment
reliance fresh pos 78748,Groceries
ac service pos 62924,Services
gift shop upi b7aa399f,Others
MkMyTrp94,Travel
quickpay car wash del,Groceries
SonyLiv txn18881,Entertainment
upi txn gascylinderbooking7438,Bills & Utilities
unknown txn pos 39461,Others
hpcl pump upi 0d3b6210,Fuel
gpay blink go cab-6607 pos 33186,Travel
bigbasket imps 77366,Groceries
mm fstln 95590 crd,Groceries
utr general store imps 22107,Others
hotstar phonepe imps 61741,Entertainment
unknown txn-4837,Others
gpay subway2427,Food & Dining
bigbasket,Groceries
zmt imps 72236,Food & Dining
zee5,Entertainment
TNEBElectricityBlil#913,Bills & Utilities
dmart gurgaon flipkart 73671,Shopping
37128 irctc petrol pump gurgaon,Fuel
burger king%3368 pos 23935,Food & Dining
pizza hut@2915,Food & Dining
bpcl petrl,Fuel
clnc p vjywd rf33c929 95247,Health & Medical
dl p nknwn txn,Others
reliance fresh-591 upi ea1a0044,Groceries
6034 shell green fresh ref reff7678b,Others
bpcl petrl&4621 upi f3fa2968,Fuel
upi 9924 kol netflix irctc,Entertainment
max hospital,Health & Medical
Airtel Recharge txn89906,Bills & Utilities
bigbasket pos 46817,Groceries
DishTVRechrage#673,Bills & Utilities
52499 ord ac repair tata cliq,Services
bookmyshow&4057 imps 75200,Entertainment
ajio,Shopping
uber pos 17573,Travel
electricity gpay bill*1322 imps 11443,Bills & Utilities
amazon prime,Entertainment
hindustan ptrleum/8777 pos 12839,Fuel
pharmeasy pos 13568,Health & Medical
txn 51899 noida nykaa,Shopping
nknwn Trnsctn367,Others
flpkrt 61712 gpy,Shopping
general store pos 67868,Others
more supermarket upi 89f750c6,Groceries
electricity bill imps 62045,Bills & Utilities
amazon,Shopping
utr#cashwithdrawal1251,Others
dmart imps 14056,Groceries
58267 txn clinic ref9eefad,Health & Medical
ref62161c prime video fuel station 23441 upi,Entertainment
gas bill imps 92696,Bills & Utilities
max hsptl%1503 pos 62199,Health & Medical
zee5 pos 42870,Entertainment
electrician 73150 gpay noida,Services
electricity bill pos 88846,Bills & Utilities
grofers upi ae705431,Groceries
mcdonalds pos 48785,Food & Dining
misc payment pos 5287,Others
kfc,Food & Dining
dth recharge pos 4139,Bills & Utilities
34389 bharat petroleum netflix pay,Fuel
croret ord5324,Shopping
vpa uber%5635,Travel
glbl strs rf hyd,Food & Dining
vpa bigbasket-4816 upi ce44cee4,Groceries
neft amz/1735 upi 8a49c712,Shopping
imps txn unknown upi 3c941e80,Others
water can delivery pos 45540,Services
