merchant,category
mx player ref7293,Entertainment
clinic kfc cinema 24512 phonepe flight,Entertainment
paytm 18159 !119 note:1b7b4fb3af ref72578 grocery,Health & Medical
unknown dmart phonepe hyd 9229 doctor,Others
global stores rapido 51237 1mg recharge neft,Health & Medical
shell apna mart gurgaon,Fuel
indigo *581 ind 74838 subscription,Travel
dmart travelmart,Groceries
paymart property tax ord6711,Bills & Utilities
shop 55330 cafe coffee day plmuber %291 upi grocery,Services
utr broadband bill travelmart /531 nykaa pay grocery,Shopping
hyd 83017 netf pharma phonepe,Entertainment
omni corp fortis txn4436,Health & Medical
sony liv quickpay,Entertainment
cash withdrawal ref8474,Others
omni corp amzn fresh ord3963,Groceries
vpa 86289 -299 flip chennai card,Shopping
dth txn3088,Bills & Utilities
18133 kol neft @223 gas bill cab ac re,Services
cab mum vpa 71846 mcdon onepay note:b04a5dd17a ref96466,Food & Dining
unknown mum utr 11825 *381,Services
gpay 67150 doctor,Groceries
pos 35079 phonepe,Travel
reliance fresh grofers 29017 *753 noida,Groceries
blr green fresh 15577 gpay,Travel
shell ref1081,Fuel
hyd rent elecrticityboard 29462 fastlane note:4daac2035e ref89743,Bills & Utilities
ticket _604 1mg,Health & Medical
_865 gapsump recharge chennai 42811 vpa note:0c2f38f80e ref91167,Fuel
56809 rtgs pune *564 misc pa,Others
mum makeym 42161 -779,Travel
hyd pos hpcl upi _38 63094 apna mart chraity movie,Others
76734 :621 medplus,Food & Dining
apna mart misc payment ord9223,Others
23057 blr fastag refuel #515 burger king order utr,Fuel
rent %710 union services 94677 gpay amazon gas pump del dinner,Shopping
ac repair rent ticket 81315 note:f20c2bc344 ref95141 doctor,Others
onepay netflix ord5134,Entertainment
tata cliq electrician phonepe fuel,Services
prime mart eye care txn2392,Health & Medical
mum 88273 #52 note:5e60da4aa0 ref95017,Health & Medical
metro dominos ref3380,Food & Dining
fuel station txn4271,Fuel
63289 txn %593 phonepe domi kol bharat petroleum petrol,Food & Dining
kol housekeeping,Entertainment
prime mart hotel shop chennai 54259,Food & Dining
imps onepay 15002 pharma :118 note:40b6903d2d ref77476,Groceries
amzn fresh pune,Groceries
paymart max hospital ref3897,Health & Medical
5218 upi ride bbnow mall,Shopping
&95 bpcl 61938 reliance fresh,Fuel
air india gurgaon,Travel
imps 18539 goibibo ride vijayawada,Fuel
fastlane swiggy ord8631,Food & Dining
_253 del rapido 17169 gpay repair,Travel
40441 urban c note:82e3ea5986 ref95624,Services
/539 vijayawada fuel station cab 64694 hcarity utr movie,Others
blr %389 vpa urban mall note:11c78d034f ref89868,Bills & Utilities
_298 paytm 30093 path note:1024c473a5 ref29377,Health & Medical
omni corp dth ref7775,Bills & Utilities
starb %583 rtgs kol pay 52228,Food & Dining
gurgaon _125 lcoalkirana 63642,Groceries
leectr daily mart -485 myntra order,Services
vendor payment txn4764,Others
daily mart goibibo ord5788,Travel
prime mart 1mg txn7207,Health & Medical
pune laundry order 47160 union services phonepe,Services
transworld pune ref imps -853 78456,Others
donation alundry 3672 rtgs *546,Services
61885 urban company _610 pune note:5451f5484f ref15164,Services
70716 @888 rtgs bbn,Groceries
72810 imps onepay netl tiffin service dinner,Entertainment
jio 52930 chennai ref,Bills & Utilities
amazon ord8749,Shopping
fuel station 28535 quickpay local k movie,Groceries
pvr acreapir pay 83844 transworld blr,Services
max hospital txn338,Health & Medical
%670 noida doctor imps zom express mart 24901,Food & Dining
sony liv ref9736,Entertainment
rent 71818 vpa !152 propert grocery,Bills & Utilities
car wash bill reliance 75160 gpay note:f885315df7 ref49094,Services
vpa #421 order 80492 noida,Shopping
52582 ride imps,Others
8627 !403 hotstar plum paytm,Services
86465 rtgs dth travelmart dosap clinic blr _718,Food & Dining
30283 flipkart blr !557 ac repair,Services
imps vijayawada express mart courier *370 zee5 petrol,Entertainment
dental care imps petrolupmp *170 75157 grocery,Fuel
onepay make my trip txn7162,Travel
uebr rtgs kol &314 88551,Travel
chennai imps clinic 5719 grocery note:481bdfe0f5 ref64546 grocery,Groceries
laundry metro pune,Services
4152 paytm del _720 clinic note:e4597ce10a ref16136,Food & Dining
utr #752 onepay indigo doctor,Health & Medical
vendor payment txn4596,Others
upi /745 17999 kol,Shopping
ac repair _1 87819 utr urban mall ticket vijayawada,Entertainment
card starbucks 38900 imps bharat petroleum vijayawada grocery,Fuel
parikngfee hyd 36059 pharma,Others
97829 &726 imps prime video rent,Entertainment
express mart cafe coffee day txn2833,Food & Dining
express mart rtgs 21362 !979 ogibibo,Travel
-457 dominos phonepe hyd fuel 30936,Food & Dining
apna mart gpay myntar clinic !122,Shopping
mum fastag refuel txn note:3a98aac5bd ref93683,Others
municipal global stores gurgaon ride utr electrician 27825 movie,Bills & Utilities
12413 noida order &835 imps indigo note:06c84c3edc ref77040,Travel
noida cab neft buer gas bill flight,Travel
petrol bunk txn7856,Fuel
airtel ord839,Bills & Utilities
starb vpa subscription,Food & Dining
omni corp dental care ref8003,Health & Medical
@854 fortis bill vijayawada phonepe,Health & Medical
air india ref8201,Travel
ajio txn8524,Shopping
star services redbus ref1490,Travel
phonepe laundry ride bookmyshow mum 53192 note:da14eafe17 ref49245,Services
jio mart txn9798,Groceries
_955 tata cliq ticket big bazaar doctor,Shopping
!526 mall neft cab prime video 83698 kol,Shopping
vijayawada paytm tata cliq note:7cf3789d43 ref92849,Shopping
metro pune ticket misc payment 45752 make my trip,Others
make my trip prime mart,Travel
sony liv -782 pathlab rent vpa reliance 71536 doctor,Health & Medical
dentac chennai rtgs 18363 housekeeping cab urban mall dinner,Health & Medical
express mart starbucks ref7880,Food & Dining
petrol pump txn5487,Fuel
blr 91828 reliance bharat petroleum #206,Fuel
38897 gpay pvr note:871e8af08e ref73732,Entertainment
misc payment :857 rpimevideo txn star services kol imps,Entertainment
clinic ord8511,Health & Medical
car wash vijayawada,Services
irctc txn247,Travel
39417 -189 imps air india property tax,Bills & Utilities
air india fuel 9707 ozmato del repair,Food & Dining
xmplayer utr flight,Entertainment
jio pharma spotify 80620,Bills & Utilities
/294 gurgaon 51570 urban mall myntra,Shopping
misc payment txn9071,Others
rent card reliance fresh 58848 fastlane upi,Groceries
blr gpay 48171 spot water board,Entertainment
!325 gurgaon txn 57387 metrto bookmyshow,Travel
dental care sony liv 8783 @378 global stores,Entertainment
green fresh pathlab ord3921,Health & Medical
phonepe pune :126 paymart 52622 bigbasket,Fuel
imps mum flipkart 57245 petrol,Entertainment
11786 cawrash imps paymart blr /944 ref,Services
12208 grofers %582 ticket mum paytm netflix note:00f3affb1d ref72250 repair,Entertainment
reliance zee5 ref7289,Entertainment
electrician txn1175,Services
42288 card fortsi,Health & Medical
59450 _615 paytm gasp,Fuel
dmart pharma transworld 59082 hyd tne,Bills & Utilities
34121 bcpl pune green fresh order cafe coffee day _503 phonepe,Fuel
:686 kol 3065 paytm jio mart hots,Entertainment
paytm burger king fuel,Health & Medical
69609 noida plumber note:7cf0df15d0 ref20037,Services
iocl txn5257,Fuel
transworld iocl ord4422,Fuel
travelmart mx player ref7105,Entertainment
star services local kirana txn2560,Groceries
pvr myntra note:56ca9e8b29 ref33094,Entertainment
upi fastlane @329 97842 aml iocl,Shopping
/140 kfc kol imps bookmyshow txn,Entertainment
petrol recharge 38714 dinner,Fuel
prime mart jio mart txn9469,Groceries
32003 zomato reliance fresh -475 imps note:e9a06d9138 ref11572,Groceries
bill 7328 @848 paytm petrolupmp prime mart dominos,Fuel
89674 gpay card soynliv pune mall city plaza,Entertainment
#857 63364 clinic shlel rtgs quickpay,Fuel
clinic txn8428,Health & Medical
upi fuel _512 gurgaon,Health & Medical
del paytm !86 irctc urban mall bigbasket 45154 ref grocery,Groceries
988658,Groceries
union services reliance fresh txn7048,Groceries
mall ord7236,Shopping
95653 %973 metro ticket detnalcare upi,Health & Medical
irctc gurgaon,Travel
hpcl txn2141,Fuel
ticket -58 paytm 93355 electricity board note:48ed0d9a3e ref97880 subscription,Entertainment
blr gpay ola 55084 #634 burger king movie,Food & Dining
mall 1497 noida &837 bill utr 1mg note:6e1c75a322 ref25132,Health & Medical
salon,Services
upi soynliv order !841 chennai,Entertainment
dominos hyd,Food & Dining
kol bigba *600 18120 note:27111d6537 ref30084,Groceries
burger king ref6910,Food & Dining
51464,Travel
85789 pharma _468 zomato ac repair,Food & Dining
eptrolpump 94579 @940,Fuel
utr redbus cinema txn note:6f5af3492b ref91752,Entertainment
star services municipal ord7668,Bills & Utilities
%642 gpay 85730 mum kfc,Food & Dining
27909,Others
doctor gurgaon pathalb 9992 phonepe *465,Health & Medical
bookmyshow 31296 laundry fuel rtgs :29,Services
metro mcdonalds agsbill blr 74827,Bills & Utilities
noida swiggy 33346 petrol,Bills & Utilities
fastlane electrician ref4996,Services
43911 unknown txn noida utr eye care note:93a58adbac ref72720,Health & Medical
fortis paymart 52066 cafe coff del,Food & Dining
charity ord4147,Others
global stores rent ref794,Others
74804 gasp del cab neft %27 note:9249720e8c ref26744,Fuel
blr 82008 phonepe fortis petrol,Shopping
kfc order 62313 gpay metro ticket %772 gurgaon note:466ab97146 ref93627 movie,Travel
/331 tata cliq neft cab 17990,Shopping
493482,Fuel
onepay reliance fresh txn2331,Groceries
*840 58029 utr dosa plaza ref pathlba flight,Health & Medical
*737 paytm shop gurgaon shlel repair,Fuel
*835 eye care 57825 utr clniic doctor,Health & Medical
burgekring :817 goibibo 69871 note:18e0c58d4d ref40197,Food & Dining
clinic fastlane,Health & Medical
green fresh laundry ref5320,Services
star services hotstar ord3604,Entertainment
dmart star services mum,Groceries
omni corp mall chennai txn gpay note:2b8e8fcf9f ref40214,Shopping
irctc ord4625,Travel
kol phonepe txn vendor payment 7964 urban mall,Entertainment
iocl metro hyd,Fuel
imps daily mart 78691 gas pump miscap flight,Others
892 @285 petrlo water board note:711182d2f0 ref17356,Fuel
recharge omni corp ola 13636 bugrerking note:e218752157 ref74432,Food & Dining
onepay 47242 phonepe municipal note:74d37b7eae ref57884 flight,Others
max hospital 74206 paytm #111 clinic paymart dinner,Health & Medical
burger king mx player del rtgs 35134,Food & Dining
misc payment vijayawada &325 77668 doctor,Shopping
chennai tiffinesrvice &681 gift shop gpay,Services
omni corp make my trip ord6759,Travel
#223 gpay cab 21401 charity,Others
travelmart spotify txn9017,Entertainment
electricity board transworld,Bills & Utilities
65514 medplsu metro property tax,Health & Medical
goibibo ref9985,Travel
pulmber blr bharat petroleum apna mart 19897,Services
pathlab,Health & Medical
neft ac re,Services
1mg !620 89110 misc payment note:31be579e41 ref16539 grocery,Health & Medical
jio mart txn8206,Groceries
blr 2936 nteb,Bills & Utilities
52521 nykaa *332 utr kol unknown,Shopping
star services kfc ref9942,Food & Dining
netflix pvr -150 recharge 98490 express mart note:4ed1d51bf7 ref31057,Entertainment
indigo !552 25838 local kirana,Travel
vijayawada paytm hotel :351 rent 90348,Food & Dining
prime video ref6516,Entertainment
upi tneb paymart bigbasket 24283 clinic,Groceries
municipal rtgs hyd 31440 star services,Health & Medical
sony liv fastag refuel kol 87035 grocery,Fuel
jio mart txn1265,Groceries
kol 53048 gitfshop,Others
amzn fresh txn2043,Groceries
shop flik dmart 81829 daily mart imps _154,Shopping
omni corp bigbasket 22801 -567 rtgs,Shopping
slaon 31010 hyd neft,Services
pharma max hospital swiggy vpa 19972,Health & Medical
pos dental care vijayawada 99256 sonylvi note:7c106bca27 ref83458 movie,Entertainment
doctor denatl 61397 travelmart vpa,Health & Medical
apna mart ac repair txn6816,Services
mcdno ride city plaza %786 noida plumber 2901 grocery,Food & Dining
urban mall nykaa txn1635,Shopping
metro ticket txn816,Travel
unknown txn1255,Others
3958 !422 onepay amazon edntal mum pharma,Health & Medical
chennai paytm metro t grocery mart prime mart 37193,Travel
zomato ref3856,Food & Dining
shop 26072 big bazaar _817 pvr note:677f383708 ref56593,Entertainment
swiggy ref4430,Food & Dining
&391 pharma 6869 zomato blr,Food & Dining
51392 %414 reliance myntra,Shopping
medplus neft green fresh 8389 order,Services
49807 pharmeasy irctc pharma grocery,Health & Medical
imps groceyrmart recharge hyd 79039,Groceries
389872,Fuel
misc payment gpay _27 air omni corp 53445,Bills & Utilities
970018,Travel
33658 ola hyd #617 upi note:49389a160e ref20486,Travel
48449 blr *70 big bazaar gas pump vpa prime mart note:3715ca6333 ref85042,Groceries
mall ref4748,Shopping
laundry ord1254,Services
tata cliq ref787,Shopping
electi 4621 ticket rtgs repair,Services
neft noida fuel /994 saoln 3531,Services
mcdonalds :611 30854 upi,Food & Dining
upi rent gas quickpay 20617 blr note:26f27bcf53 ref57048,Bills & Utilities
utr del 41941 %299 cafe coffee day bill dona,Others
del charity 63610 goib note:998f2416ad ref79115,Travel
rapido 75484 croma del upi _302 note:63d1614c06 ref88331,Shopping
onepay housekeeping ref7460,Services
neft chennai 34745 ride reliance cinema,Entertainment
donation ref6500,Others
mdeplus 19804 phonepe ref note:aaa8bb826b ref43376,Health & Medical
:294 travelmart she 73896 phonepe,Fuel
pune %103 38548 clinic,Services
fastag refuel ord3402,Fuel
90723 -135 electricity board note:4e89062c57 ref16731 repair,Bills & Utilities
kol 49375 plumber phonepe rent,Health & Medical
/125 ajio hpcl shop noida 68623 upi petrol,Fuel
prime mart eye care ref9302,Health & Medical
starbucks hyd,Food & Dining
bank transfer hyd,Others
gpay doctor *83 express mart 76963 cafe coffee day,Others
urban company txn6117,Services
imps electricity board %864 order noida,Bills & Utilities
quickpay dmart txn4393,Groceries
gpay txn rent @936 38676,Others
kol 75956 shop neft petrol,Entertainment
jimoart #103 hyd 90985,Groceries
71148 bharat petroleum *567 neft pharma doctor,Fuel
!856 prime video utr note:c039d6f20e ref20883,Food & Dining
22321 vpa,Bills & Utilities
phonepe 41150 cab quickpay del petrol bunk chairty petrol,Others
832678,Fuel
dosa plaza ord4309,Food & Dining
pvr vpa txn hotstar paymart,Entertainment
!273 59096 uber del neft doctor,Travel
onepay burger king txn9207,Food & Dining
pvr txn3689,Entertainment
84440 paytm starbucks /26 hyd,Food & Dining
46407 donation &520 vijayawada clinic dth,Bills & Utilities
union services indigo ord2375,Travel
apollo hyd reliance fresh,Groceries
hyd 66737 paytm local kirana,Others
20878 spotify neft shop tne note:5bf10bd070 ref12254 repair,Bills & Utilities
green fresh fortis ord28,Health & Medical
vendor payment prime mart vijayawada,Others
/273 quickpay pharmeasy vpa gurgaon doctor 1mg 52522 subscription,Health & Medical
:708 46753 fuel gpay tneb,Fuel
car wash bill ola 44318 chennai petrol,Services
reliance fresh metro pune,Groceries
clinic paymart :589 bank transfer rtgs 78928,Groceries
mcdonalds 20810 recharge paymart paytm grocery,Food & Dining
blr ind clinic 9619,Travel
grofers ord3516,Groceries
hyd 88052 irctc upi &968,Shopping
uebr 62927 gurgaon order,Travel
cinema kol,Entertainment
42597,Travel
iocl txn1706,Fuel
/310 68695 neft bharat petroleum txn gurgaon airtel,Fuel
gift shop city plaza,Others
neft /722 60076 chennai hpc repair,Fuel
electrician 43586 _339 municipal noida pay note:758ad62340 ref88169,Services
fastlane mx player ord8836,Entertainment
buer 21836 plumber imps !494,Travel
imps 25199 metro ticket /576 red recharge dinner,Travel
omni corp vpa lanudry 46540 hotstar ticket,Services
burger king txn2544,Food & Dining
amzn fresh vijayawada,Groceries
ajio outlet ref8830,Shopping
725636,Others
omni corp redbus ref5153,Travel
daily mart make my trip ord1371,Travel
star services %893 4455 jio mart note:521d78eca3 ref54369 grocery,Health & Medical
quickpay ac repair txn7037,Services
:633 25932 txn mcdonlads upi,Food & Dining
gift shop ord588,Others
burger king 82870 pharma gpay subscription,Food & Dining
27884 #944 neft max hos mum dinner,Health & Medical
noida gas bill %209 13723 ajio ride,Shopping
amazon pos upi city plaza /689 cinema 11533,Entertainment
19004 air india phonepe aiir rent vijayawada,Travel
rtgs reliancefrehs 22341 max hospital movie,Groceries
2934 rtgs unkonwn iocl express mart *189 note:b01c8e4630 ref95722,Others
amazon ref5436,Shopping
